id,headline,author,content,source,published_date,engagement_score,clicks,read_time,sentiment_score,is_fake
1641,Headline 1641,Anonymous,Content of news article 1641,Blog,2020-02-15 00:00:00,73,4367,7,0.1792625268172523,1
1642,Headline 1642,John Doe,Content of news article 1642,Independent,2020-02-15 06:00:00,60,4435,3,0.6752141445523525,1
1643,Headline 1643,Reporter X,Content of news article 1643,Blog,2020-02-15 12:00:00,11,1236,7,-0.7592647012444393,0
1644,Headline 1644,John Doe,Content of news article 1644,News Source 1,2020-02-15 18:00:00,7,4555,1,-0.2522804181713596,0
1645,Headline 1645,Anonymous,Content of news article 1645,Blog,2020-02-16 00:00:00,27,3327,9,0.34912562757276167,1
1646,Headline 1646,Reporter X,Content of news article 1646,Independent,2020-02-16 06:00:00,10,1658,1,-0.488121606297083,0
1647,Headline 1647,John Doe,Content of news article 1647,News Source 2,2020-02-16 12:00:00,39,3062,4,0.981802220557932,1
1648,Headline 1648,Anonymous,Content of news article 1648,Blog,2020-02-16 18:00:00,97,1575,5,-0.44613341887432045,1
1649,Headline 1649,Reporter X,Content of news article 1649,Blog,2020-02-17 00:00:00,53,544,15,0.6347589995959488,1
1650,Headline 1650,Anonymous,Content of news article 1650,Blog,2020-02-17 06:00:00,85,615,14,-0.46669066509026136,0
1651,Headline 1651,Jane Smith,Content of news article 1651,Blog,2020-02-17 12:00:00,64,2597,4,0.5568313044716731,0
1652,Headline 1652,Reporter X,Content of news article 1652,Independent,2020-02-17 18:00:00,3,1378,14,0.8170539985540739,1
1653,Headline 1653,Reporter X,Content of news article 1653,News Source 1,2020-02-18 00:00:00,83,816,9,-0.4378756040371852,1
1654,Headline 1654,Anonymous,Content of news article 1654,Blog,2020-02-18 06:00:00,38,4885,5,-0.08891531412956732,1
1655,Headline 1655,Reporter X,Content of news article 1655,News Source 1,2020-02-18 12:00:00,63,968,14,0.15053293843235527,0
1656,Headline 1656,Anonymous,Content of news article 1656,News Source 1,2020-02-18 18:00:00,53,729,1,0.2740509379521594,0
1657,Headline 1657,Anonymous,Content of news article 1657,Independent,2020-02-19 00:00:00,86,2574,15,-0.9511859300575349,0
1658,Headline 1658,Reporter X,Content of news article 1658,Blog,2020-02-19 06:00:00,81,760,11,0.550133971649772,0
1659,Headline 1659,Reporter X,Content of news article 1659,Independent,2020-02-19 12:00:00,48,4788,14,0.282947480611762,1
1660,Headline 1660,John Doe,Content of news article 1660,Independent,2020-02-19 18:00:00,89,4362,8,-0.43479436017296447,0
1661,Headline 1661,Reporter X,Content of news article 1661,News Source 2,2020-02-20 00:00:00,86,2555,15,0.4293442848811657,1
1662,Headline 1662,Jane Smith,Content of news article 1662,Independent,2020-02-20 06:00:00,81,4056,7,0.8103989323067282,0
1663,Headline 1663,Jane Smith,Content of news article 1663,News Source 1,2020-02-20 12:00:00,87,1235,5,0.47376564154000933,1
1664,Headline 1664,Jane Smith,Content of news article 1664,Independent,2020-02-20 18:00:00,96,1231,5,-0.2343016150432342,1
1665,Headline 1665,Reporter X,Content of news article 1665,News Source 1,2020-02-21 00:00:00,92,2447,14,-0.2079598372834799,1
1666,Headline 1666,Jane Smith,Content of news article 1666,News Source 1,2020-02-21 06:00:00,42,1364,5,0.4914383985920343,1
1667,Headline 1667,John Doe,Content of news article 1667,News Source 2,2020-02-21 12:00:00,57,4007,12,0.39510836012786665,0
1668,Headline 1668,Jane Smith,Content of news article 1668,News Source 1,2020-02-21 18:00:00,20,206,5,-0.5851431785617989,1
1669,Headline 1669,John Doe,Content of news article 1669,News Source 1,2020-02-22 00:00:00,5,609,3,-0.9476049617551272,1
1670,Headline 1670,Jane Smith,Content of news article 1670,News Source 1,2020-02-22 06:00:00,70,2696,3,0.9434863317725015,1
1671,Headline 1671,Jane Smith,Content of news article 1671,News Source 2,2020-02-22 12:00:00,16,2609,13,-0.9645066279904857,1
1672,Headline 1672,Jane Smith,Content of news article 1672,Independent,2020-02-22 18:00:00,53,3867,13,0.7677092552676503,1
1673,Headline 1673,Anonymous,Content of news article 1673,News Source 1,2020-02-23 00:00:00,67,4467,9,0.24603764814144014,0
1674,Headline 1674,John Doe,Content of news article 1674,News Source 2,2020-02-23 06:00:00,39,4344,8,-0.37635057109282966,1
1675,Headline 1675,Reporter X,Content of news article 1675,News Source 2,2020-02-23 12:00:00,50,2025,7,0.3022363908000598,1
1676,Headline 1676,John Doe,Content of news article 1676,News Source 2,2020-02-23 18:00:00,85,2859,6,-0.29439660572260773,1
1677,Headline 1677,Jane Smith,Content of news article 1677,News Source 1,2020-02-24 00:00:00,92,1327,8,0.7198846001102974,0
1678,Headline 1678,Jane Smith,Content of news article 1678,Blog,2020-02-24 06:00:00,3,4802,7,0.41748544601343607,0
1679,Headline 1679,Jane Smith,Content of news article 1679,Blog,2020-02-24 12:00:00,79,1983,2,-0.8244880921724864,1
1680,Headline 1680,Reporter X,Content of news article 1680,News Source 1,2020-02-24 18:00:00,44,1813,1,0.5647353554242063,1
1681,Headline 1681,Jane Smith,Content of news article 1681,News Source 2,2020-02-25 00:00:00,37,1168,11,0.8846695170613474,1
1682,Headline 1682,John Doe,Content of news article 1682,Blog,2020-02-25 06:00:00,52,1218,2,0.858487755485176,0
1683,Headline 1683,Jane Smith,Content of news article 1683,Blog,2020-02-25 12:00:00,78,640,8,-0.1854693617132832,1
1684,Headline 1684,John Doe,Content of news article 1684,News Source 2,2020-02-25 18:00:00,28,806,13,-0.05211454297511309,1
1685,Headline 1685,Reporter X,Content of news article 1685,Blog,2020-02-26 00:00:00,27,4658,12,0.20695563547673657,0
1686,Headline 1686,John Doe,Content of news article 1686,Blog,2020-02-26 06:00:00,86,2943,5,-0.6477230996282433,0
1687,Headline 1687,John Doe,Content of news article 1687,Independent,2020-02-26 12:00:00,63,229,1,-0.3808015437140144,1
1688,Headline 1688,Jane Smith,Content of news article 1688,Independent,2020-02-26 18:00:00,19,3640,8,-0.2365496354359944,1
1689,Headline 1689,Anonymous,Content of news article 1689,Independent,2020-02-27 00:00:00,58,2455,14,-0.8590677053414097,1
1690,Headline 1690,Jane Smith,Content of news article 1690,News Source 1,2020-02-27 06:00:00,1,1756,3,0.6901236280121348,1
1691,Headline 1691,Anonymous,Content of news article 1691,News Source 2,2020-02-27 12:00:00,100,1567,5,-0.8644339741976685,1
1692,Headline 1692,Reporter X,Content of news article 1692,Independent,2020-02-27 18:00:00,79,2784,5,0.8556589904803436,0
1693,Headline 1693,John Doe,Content of news article 1693,Blog,2020-02-28 00:00:00,91,2389,3,-0.7122451263651999,1
1694,Headline 1694,John Doe,Content of news article 1694,Blog,2020-02-28 06:00:00,53,4815,6,-0.16704051545018794,0
1695,Headline 1695,Anonymous,Content of news article 1695,News Source 2,2020-02-28 12:00:00,52,4053,1,-0.23927667927280316,0
1696,Headline 1696,John Doe,Content of news article 1696,Independent,2020-02-28 18:00:00,10,4645,5,-0.9269180754832069,1
1697,Headline 1697,John Doe,Content of news article 1697,News Source 1,2020-02-29 00:00:00,30,1184,3,-0.7133426231833417,0
1698,Headline 1698,Anonymous,Content of news article 1698,Independent,2020-02-29 06:00:00,56,97,5,-0.9908198360791138,0
1699,Headline 1699,Jane Smith,Content of news article 1699,News Source 1,2020-02-29 12:00:00,47,3002,1,-0.25895001638820214,0
1700,Headline 1700,Anonymous,Content of news article 1700,Independent,2020-02-29 18:00:00,13,4169,9,-0.4038076916154669,1
1701,Headline 1701,Jane Smith,Content of news article 1701,Independent,2020-03-01 00:00:00,98,4058,3,-0.3945750703363735,1
1702,Headline 1702,Jane Smith,Content of news article 1702,News Source 2,2020-03-01 06:00:00,57,2465,2,-0.6115145946554985,0
1703,Headline 1703,John Doe,Content of news article 1703,News Source 1,2020-03-01 12:00:00,11,2096,4,-0.29256398756343627,1
1704,Headline 1704,Reporter X,Content of news article 1704,News Source 2,2020-03-01 18:00:00,68,2245,14,-0.6988461897375513,0
1705,Headline 1705,John Doe,Content of news article 1705,News Source 2,2020-03-02 00:00:00,86,1666,13,-0.1930716580447247,1
1706,Headline 1706,Anonymous,Content of news article 1706,News Source 2,2020-03-02 06:00:00,67,4334,13,-0.28447590078718066,1
1707,Headline 1707,John Doe,Content of news article 1707,Blog,2020-03-02 12:00:00,82,944,5,0.03324665445339914,1
1708,Headline 1708,Reporter X,Content of news article 1708,Independent,2020-03-02 18:00:00,91,2193,9,0.2933708857997328,0
1709,Headline 1709,Anonymous,Content of news article 1709,Blog,2020-03-03 00:00:00,46,1684,3,0.22274011488772305,1
1710,Headline 1710,Reporter X,Content of news article 1710,News Source 1,2020-03-03 06:00:00,88,1599,9,0.7708240540153632,1
1711,Headline 1711,Anonymous,Content of news article 1711,Independent,2020-03-03 12:00:00,92,3605,6,-0.8698793241115168,1
1712,Headline 1712,Jane Smith,Content of news article 1712,Independent,2020-03-03 18:00:00,69,2119,4,-0.8410008491354264,0
1713,Headline 1713,Reporter X,Content of news article 1713,Blog,2020-03-04 00:00:00,39,708,11,-0.9926626447531848,0
1714,Headline 1714,Reporter X,Content of news article 1714,Independent,2020-03-04 06:00:00,37,1966,13,0.33744223985721766,0
1715,Headline 1715,Jane Smith,Content of news article 1715,Independent,2020-03-04 12:00:00,1,872,10,-0.6970473410957507,1
1716,Headline 1716,John Doe,Content of news article 1716,News Source 1,2020-03-04 18:00:00,43,2108,13,0.6213539168426043,1
1717,Headline 1717,Reporter X,Content of news article 1717,Blog,2020-03-05 00:00:00,58,2173,7,-0.82678430111558,1
1718,Headline 1718,Anonymous,Content of news article 1718,Blog,2020-03-05 06:00:00,97,3629,6,0.6988083154036204,1
1719,Headline 1719,Jane Smith,Content of news article 1719,Independent,2020-03-05 12:00:00,33,4207,11,-0.8287860591604717,1
1720,Headline 1720,John Doe,Content of news article 1720,News Source 2,2020-03-05 18:00:00,58,3959,1,-0.23908593461136696,0
1721,Headline 1721,Anonymous,Content of news article 1721,News Source 1,2020-03-06 00:00:00,34,1119,10,0.030330308789949134,1
1722,Headline 1722,Anonymous,Content of news article 1722,News Source 1,2020-03-06 06:00:00,80,3730,13,0.9331600468704724,1
1723,Headline 1723,Anonymous,Content of news article 1723,News Source 2,2020-03-06 12:00:00,50,3705,6,0.40969284121394867,1
1724,Headline 1724,Reporter X,Content of news article 1724,News Source 1,2020-03-06 18:00:00,22,3675,10,0.6139722177047438,1
1725,Headline 1725,Reporter X,Content of news article 1725,News Source 1,2020-03-07 00:00:00,13,133,12,0.6718083875420875,1
1726,Headline 1726,Anonymous,Content of news article 1726,Independent,2020-03-07 06:00:00,70,2334,9,0.5497278040975428,0
1727,Headline 1727,John Doe,Content of news article 1727,Blog,2020-03-07 12:00:00,59,667,7,0.023849684784153835,1
1728,Headline 1728,Reporter X,Content of news article 1728,Independent,2020-03-07 18:00:00,17,165,13,0.5273289683636717,0
1729,Headline 1729,Anonymous,Content of news article 1729,News Source 1,2020-03-08 00:00:00,87,584,15,0.10508040987913536,1
1730,Headline 1730,Reporter X,Content of news article 1730,Blog,2020-03-08 06:00:00,47,1342,7,0.35789636706988537,0
1731,Headline 1731,Anonymous,Content of news article 1731,News Source 2,2020-03-08 12:00:00,66,4967,14,-0.04890229921810052,0
1732,Headline 1732,Jane Smith,Content of news article 1732,Independent,2020-03-08 18:00:00,69,1763,1,-0.4352917295917016,1
1733,Headline 1733,John Doe,Content of news article 1733,News Source 1,2020-03-09 00:00:00,85,294,13,-0.7810097754518679,0
1734,Headline 1734,Reporter X,Content of news article 1734,Blog,2020-03-09 06:00:00,21,3482,11,-0.5795520925880417,1
1735,Headline 1735,Jane Smith,Content of news article 1735,Independent,2020-03-09 12:00:00,37,1652,4,-0.5827717709873723,1
1736,Headline 1736,John Doe,Content of news article 1736,Independent,2020-03-09 18:00:00,57,636,11,0.3640446224174574,0
1737,Headline 1737,Anonymous,Content of news article 1737,Blog,2020-03-10 00:00:00,80,2093,12,0.22353138464759947,1
1738,Headline 1738,Reporter X,Content of news article 1738,Blog,2020-03-10 06:00:00,37,3227,4,0.11441168114593392,0
1739,Headline 1739,Jane Smith,Content of news article 1739,News Source 1,2020-03-10 12:00:00,16,3200,8,0.063801622357615,0
1740,Headline 1740,Jane Smith,Content of news article 1740,Independent,2020-03-10 18:00:00,78,969,11,0.9384915691159821,1
1741,Headline 1741,John Doe,Content of news article 1741,Independent,2020-03-11 00:00:00,84,2188,7,0.10485642546705498,0
1742,Headline 1742,John Doe,Content of news article 1742,News Source 2,2020-03-11 06:00:00,96,4224,12,-0.4271617646422676,1
1743,Headline 1743,Jane Smith,Content of news article 1743,News Source 2,2020-03-11 12:00:00,48,806,7,0.3437780667762358,0
1744,Headline 1744,Reporter X,Content of news article 1744,Blog,2020-03-11 18:00:00,8,3951,13,-0.3896472756239231,0
1745,Headline 1745,Jane Smith,Content of news article 1745,News Source 1,2020-03-12 00:00:00,83,4957,12,0.27898941750989215,1
1746,Headline 1746,Reporter X,Content of news article 1746,News Source 1,2020-03-12 06:00:00,98,3883,2,0.9930693831406725,0
1747,Headline 1747,John Doe,Content of news article 1747,Blog,2020-03-12 12:00:00,54,3542,5,0.3845752236200273,1
1748,Headline 1748,Jane Smith,Content of news article 1748,News Source 1,2020-03-12 18:00:00,90,1411,4,-0.3573462863855703,0
1749,Headline 1749,John Doe,Content of news article 1749,Independent,2020-03-13 00:00:00,94,3656,1,-0.5965491579991995,1
1750,Headline 1750,Jane Smith,Content of news article 1750,News Source 2,2020-03-13 06:00:00,35,4306,14,-0.485209333266174,1
1751,Headline 1751,Jane Smith,Content of news article 1751,News Source 2,2020-03-13 12:00:00,91,4204,9,-0.08982365898152511,1
1752,Headline 1752,Reporter X,Content of news article 1752,News Source 2,2020-03-13 18:00:00,0,4462,1,0.6479329180572737,1
1753,Headline 1753,Reporter X,Content of news article 1753,News Source 1,2020-03-14 00:00:00,12,2497,4,0.3349300555833261,1
1754,Headline 1754,Anonymous,Content of news article 1754,Blog,2020-03-14 06:00:00,5,63,8,0.72556644029211,1
1755,Headline 1755,John Doe,Content of news article 1755,News Source 1,2020-03-14 12:00:00,43,1291,7,-0.9468759642662847,1
1756,Headline 1756,Anonymous,Content of news article 1756,News Source 2,2020-03-14 18:00:00,23,3588,5,0.2900664492665288,1
1757,Headline 1757,Anonymous,Content of news article 1757,News Source 2,2020-03-15 00:00:00,24,852,6,-0.642088071561572,1
1758,Headline 1758,Reporter X,Content of news article 1758,News Source 2,2020-03-15 06:00:00,93,4524,14,0.6050173132933965,1
1759,Headline 1759,John Doe,Content of news article 1759,News Source 2,2020-03-15 12:00:00,0,4115,5,-0.08344904694901656,0
1760,Headline 1760,Anonymous,Content of news article 1760,News Source 2,2020-03-15 18:00:00,70,2814,3,0.5241697926729825,0
1761,Headline 1761,Reporter X,Content of news article 1761,News Source 2,2020-03-16 00:00:00,52,904,10,0.542125335620407,0
1762,Headline 1762,John Doe,Content of news article 1762,News Source 1,2020-03-16 06:00:00,20,3281,8,-0.4982632538234255,0
1763,Headline 1763,John Doe,Content of news article 1763,News Source 1,2020-03-16 12:00:00,22,1841,7,-0.17434759845687808,1
1764,Headline 1764,Jane Smith,Content of news article 1764,News Source 1,2020-03-16 18:00:00,54,1384,3,-0.7663636928839503,0
1765,Headline 1765,Reporter X,Content of news article 1765,Independent,2020-03-17 00:00:00,75,2830,5,-0.7557650719155073,0
1766,Headline 1766,John Doe,Content of news article 1766,News Source 1,2020-03-17 06:00:00,38,4031,13,0.20167953613789247,0
1767,Headline 1767,Anonymous,Content of news article 1767,Blog,2020-03-17 12:00:00,86,2075,10,-0.9525099285220597,1
1768,Headline 1768,John Doe,Content of news article 1768,News Source 2,2020-03-17 18:00:00,56,1714,12,0.019352779598945435,0
1769,Headline 1769,Jane Smith,Content of news article 1769,News Source 2,2020-03-18 00:00:00,69,2688,4,-0.47119447865133113,1
1770,Headline 1770,Reporter X,Content of news article 1770,News Source 1,2020-03-18 06:00:00,57,1644,15,0.6397536424305001,0
1771,Headline 1771,John Doe,Content of news article 1771,Independent,2020-03-18 12:00:00,2,4503,9,-0.8061071830697288,1
1772,Headline 1772,Anonymous,Content of news article 1772,News Source 1,2020-03-18 18:00:00,0,4645,13,0.34551048189968325,1
1773,Headline 1773,Reporter X,Content of news article 1773,News Source 2,2020-03-19 00:00:00,9,2170,10,0.8548123833907206,0
1774,Headline 1774,Jane Smith,Content of news article 1774,Blog,2020-03-19 06:00:00,33,2971,5,0.7172487005924812,0
1775,Headline 1775,John Doe,Content of news article 1775,News Source 1,2020-03-19 12:00:00,1,3680,14,-0.5643307351863422,1
1776,Headline 1776,Reporter X,Content of news article 1776,Blog,2020-03-19 18:00:00,54,1097,13,0.551994481952742,0
1777,Headline 1777,Reporter X,Content of news article 1777,News Source 1,2020-03-20 00:00:00,4,3057,10,-0.3039199788802136,0
1778,Headline 1778,John Doe,Content of news article 1778,News Source 2,2020-03-20 06:00:00,22,1961,14,-0.5058173445318197,1
1779,Headline 1779,John Doe,Content of news article 1779,Independent,2020-03-20 12:00:00,85,4614,8,0.9363377745100747,1
1780,Headline 1780,Jane Smith,Content of news article 1780,Blog,2020-03-20 18:00:00,31,4808,12,0.6269018019472341,1
1781,Headline 1781,Jane Smith,Content of news article 1781,Blog,2020-03-21 00:00:00,2,3826,12,-0.5710078802202103,1
1782,Headline 1782,Jane Smith,Content of news article 1782,Blog,2020-03-21 06:00:00,75,2237,10,0.22101161278503056,0
1783,Headline 1783,Reporter X,Content of news article 1783,Blog,2020-03-21 12:00:00,6,4231,11,-0.14295933073439704,0
1784,Headline 1784,Reporter X,Content of news article 1784,Independent,2020-03-21 18:00:00,30,347,15,0.4659440896262259,0
1785,Headline 1785,Jane Smith,Content of news article 1785,News Source 2,2020-03-22 00:00:00,13,163,15,0.26859950254780074,0
